QTY: 180 | UNIT: g | NAME: poulet
QTY: 50 | UNIT: g | NAME: cacao en poudre non sucré
QTY: 80 | UNIT: g | NAME: chocolat
QTY: 150 | UNIT: g | NAME: épinards surgelés
QTY: 12 | UNIT: unité | NAME: roses
QTY: 200 | UNIT: g | NAME: pralinoise
QTY: 60 | UNIT: ml | NAME: huile végétale
QTY: 200 | UNIT: g | NAME: chocolat au riz soufflé
QTY: 1 | UNIT: branches | NAME: basilic
QTY: 125 | UNIT: g | NAME: compote
QTY: 60 | UNIT: g | NAME: margarine allégée
QTY: 1 | UNIT: unité | NAME: oeufs légèrement battu
QTY: 5 | UNIT: unité | NAME: carambars©
QTY: 3 | UNIT: cuillères à soupe | NAME: sucre
QTY: N/A | UNIT: unité | NAME: vanille
QTY: 4 | UNIT: unité | NAME: spéculoos
QTY: 100 | UNIT: g | NAME: écorces d'oranges confites
QTY: 50 | UNIT: g | NAME: sucre glace
QTY: 3 | UNIT: unité | NAME: Cabécou
QTY: 1/2 | UNIT: pots | NAME: yaourt nature
QTY: 1 | UNIT: unité | NAME: yaourts
QTY: 1 | UNIT: pincées | NAME: cannelle
QTY: 1 | UNIT: cuillères à soupe | NAME: cumin
QTY: 80 | UNIT: g | NAME: amandes moulues
QTY: 160 | UNIT: g | NAME: sucre
QTY: 100 | UNIT: g | NAME: chocolat praliné
QTY: 200 | UNIT: g | NAME: chocolat
QTY: 125 | UNIT: g | NAME: chocolat blanc à patisserie
QTY: 80 | UNIT: g | NAME: sucre roux
QTY: 150 | UNIT: g | NAME: sucre de canne
QTY: N/A | UNIT: unité | NAME: rhum
QTY: 70 | UNIT: g | NAME: vergeoise
QTY: 100 | UNIT: g | NAME: fruit confit
QTY: 20 | UNIT: cl | NAME: babeurre
QTY: 200 | UNIT: g | NAME: jambon blanc
QTY: 2 | UNIT: unité | NAME: bananes mûres
QTY: 1 | UNIT: demi | NAME: pots de pâte à tartiner
QTY: 80 | UNIT: g | NAME: beurre
QTY: 100 | UNIT: ml | NAME: lait écrémé
QTY: 40 | UNIT: g | NAME: beurre fondu
QTY: 2 | UNIT: sachets | NAME: menthe
QTY: N/A | UNIT: unité | NAME: extrait de vanille
QTY: 200 | UNIT: g | NAME: chèvre
QTY: 150 | UNIT: g | NAME: beurre doux
QTY: 1 | UNIT: unité | NAME: jus de citron
QTY: 1 | UNIT: cuillères à café | NAME: thym séché
QTY: 125 | UNIT: g | NAME: comté râpé
QTY: 15 | UNIT: g | NAME: flocons d'avoine
QTY: 2 | UNIT: unité | NAME: avocats
QTY: 5 | UNIT: cl | NAME: eau
QTY: 10 | UNIT: g | NAME: crème
QTY: 120 | UNIT: unité | NAME: beurre
QTY: 120 | UNIT: ml | NAME: lait fermenté
QTY: 5 | UNIT: cl | NAME: lait
QTY: N/A | UNIT: unité | NAME: sel
QTY: 1 | UNIT: pots | NAME: sucre
QTY: 8 | UNIT: cl | NAME: huile d'olive
QTY: 150 | UNIT: g | NAME: noisettes moulues
QTY: 5 | UNIT: cuillères à soupe | NAME: lait
QTY: 20 | UNIT: unité | NAME: cerises dénoyautées
QTY: 90 | UNIT: g | NAME: beurre tendre
QTY: 120 | UNIT: g | NAME: muesli
QTY: 300 | UNIT: g | NAME: fraises coupées en morceaux
QTY: 375 | UNIT: ml | NAME: farine tout usage
QTY: 4 | UNIT: gouttes | NAME: tabasco
QTY: 20 | UNIT: g | NAME: maïzena
QTY: 1 | UNIT: cuillères à soupe | NAME: eau
QTY: 200 | UNIT: g | NAME: chocolat blanc en morceaux
QTY: 1/4 | UNIT: cuillères | NAME: bicarbonate
QTY: 30 | UNIT: g | NAME: beurre fondu
QTY: 100 | UNIT: g | NAME: lardons
QTY: 100 | UNIT: g | NAME: reblochon
QTY: 1 | UNIT: unité | NAME: petites boîtes de thon en miettes à l'huile
QTY: 600 | UNIT: g | NAME: pomme de terre
QTY: 100 | UNIT: g | NAME: pâte de pistache
QTY: 230 | UNIT: g | NAME: farine
QTY: 170 | UNIT: g | NAME: sucre semoule
QTY: 100 | UNIT: g | NAME: noix
QTY: 45 | UNIT: g | NAME: amandes effilées
QTY: 3 | UNIT: cuillères à café | NAME: cacao non sucré
QTY: 250 | UNIT: ml | NAME: cassonade
QTY: 113 | UNIT: g | NAME: datte séchées hachées
QTY: 80 | UNIT: g | NAME: farine de maïs
QTY: 200 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: cuillères à soupe | NAME: farine de blé noir
QTY: 150 | UNIT: g | NAME: farine
QTY: 20 | UNIT: cl | NAME: crème liquide légère
QTY: 1 | UNIT: unité | NAME: yaourts natures brassé
QTY: 120 | UNIT: g | NAME: comté
QTY: 1 | UNIT: cuillères à café | NAME: citron râpé
QTY: 1 | UNIT: unité | NAME: tomates coupée
QTY: 1 | UNIT: pots | NAME: purée de pommes sans sucre ajouté
QTY: N/A | UNIT: unité | NAME: chocolat
QTY: 50 | UNIT: g | NAME: miel
QTY: 1 | UNIT: pots | NAME: huile
QTY: N/A | UNIT: unité | NAME: sésame
QTY: 140 | UNIT: g | NAME: thon naturel
QTY: 150 | UNIT: g | NAME: emmental râpé Le cavalier
QTY: 60 | UNIT: g | NAME: margarine fondue
QTY: 20 | UNIT: cl | NAME: huile
QTY: N/A | UNIT: unité | NAME: jus de citron
QTY: 5 | UNIT: cl | NAME: Noix concassée
QTY: 1 | UNIT: cuillères à café | NAME: extrait de vanille
QTY: 3/4 | UNIT: sachets | NAME: levure
QTY: 1 | UNIT: sachets | NAME: levure
QTY: 2 | UNIT: unité | NAME: tomates mûres
QTY: 70 | UNIT: g | NAME: beurre
QTY: 220 | UNIT: g | NAME: farine
QTY: 12 | UNIT: cuillères à café | NAME: pâte à tartiner au chocolat
QTY: 1 | UNIT: unité | NAME: petits bols de fruits rouges surgelés
QTY: 30 | UNIT: g | NAME: farine
QTY: 12 | UNIT: unité | NAME: pruneaux
QTY: 140 | UNIT: g | NAME: farine
QTY: N/A | UNIT: unité | NAME: eau
QTY: N/A | UNIT: unité | NAME: -1 poivre
QTY: 1 | UNIT: unité | NAME: oeufs entier
QTY: 50 | UNIT: cl | NAME: lait
QTY: 400 | UNIT: g | NAME: fraises
QTY: 10 | UNIT: g | NAME: poudre à lever
QTY: 150 | UNIT: g | NAME: fromage à raclette coupé en morceaux
QTY: N/A | UNIT: unité | NAME: poivre noir Ceylan
QTY: 250 | UNIT: g | NAME: farine de blé
QTY: 15 | UNIT: cl | NAME: huile de tournesol
QTY: 85 | UNIT: g | NAME: sucre
QTY: 15 | UNIT: g | NAME: maïzena
QTY: 1 | UNIT: pots | NAME: yaourt aux myrtilles
QTY: 2 | UNIT: cuillères à soupe | NAME: cacao amer
QTY: 50 | UNIT: g | NAME: noisettes torréfiées
QTY: 200 | UNIT: g | NAME: chocolat noir pâtissier
QTY: N/A | UNIT: unité | NAME: chocolat
QTY: 2 | UNIT: unité | NAME: nashis bien mûrs
QTY: 280 | UNIT: g | NAME: lait demi-écrémé
QTY: 2 | UNIT: cuillères à soupe | NAME: arôme vanille
QTY: 4 | UNIT: cuillères à soupe | NAME: miel mille-fleurs
QTY: 125 | UNIT: g | NAME: beurre demi-sel
QTY: 250 | UNIT: g | NAME: sucre
QTY: 2 | UNIT: gousses | NAME: ail
QTY: 65 | UNIT: g | NAME: sucre
QTY: 80 | UNIT: g | NAME: sucre
QTY: 25 | UNIT: g | NAME: chocolat noir mixé au robot
QTY: 1 | UNIT: cuillères à café | NAME: levure chimique
QTY: 12 | UNIT: cl | NAME: lait écrémé
QTY: 90 | UNIT: g | NAME: chocolat
QTY: 5 | UNIT: ml | NAME: lait
QTY: 1 | UNIT: cuillères à soupe | NAME: crème de marrons
QTY: 170 | UNIT: ml | NAME: lait
QTY: 100 | UNIT: g | NAME: sucre roux
QTY: 20 | UNIT: cl | NAME: huile de tournesol
QTY: 60 | UNIT: ml | NAME: huile
QTY: 130 | UNIT: g | NAME: pâte de haricots azuki
QTY: 50 | UNIT: g | NAME: arachide caramélisées,
QTY: 1 | UNIT: unité | NAME: yaourts natures
QTY: 125 | UNIT: g | NAME: beurre coupé en dés
QTY: 2 | UNIT: cuillères à soupe | NAME: huile de maïs
QTY: 1/2 | UNIT: pots | NAME: yaourt d'huile de tournesol
QTY: 85 | UNIT: g | NAME: cacao
QTY: 1 | UNIT: unité | NAME: blancs d'oeuf
QTY: 140 | UNIT: ml | NAME: lait de coco
QTY: 1 | UNIT: cuillères à café | NAME: muscade en poudre
QTY: 1 | UNIT: paquets | NAME: daim
QTY: 1 | UNIT: pincées | NAME: levure
QTY: 150 | UNIT: g | NAME: chocolat noir à cuire
QTY: 1 | UNIT: pincées | NAME: levure chimique
QTY: 1 | UNIT: pots | NAME: yaourt brassé
QTY: N/A | UNIT: unité | NAME: zeste de citron bio
QTY: 30 | UNIT: g | NAME: fructose
QTY: 125 | UNIT: g | NAME: chocolat noir grossièrement coupé
QTY: 100 | UNIT: g | NAME: sucre
QTY: 1 | UNIT: bouquets | NAME: basilic frais
QTY: 10 | UNIT: cl | NAME: glaçage
QTY: 1 | UNIT: unité | NAME: citrons
QTY: 10 | UNIT: unité | NAME: moules à muffins en silicone
QTY: 1 | UNIT: cuillères à soupe | NAME: moutarde à l'ancienne
QTY: 125 | UNIT: g | NAME: poudre de coco
QTY: 50 | UNIT: g | NAME: farine ordinaire
QTY: 300 | UNIT: g | NAME: légumes d'été
QTY: 4 | UNIT: unité | NAME: bananes bien mûres
QTY: N/A | UNIT: unité | NAME: orange
QTY: 1/2 | UNIT: pots | NAME: maïzena
QTY: 4 | UNIT: unité | NAME: muffins blancs
QTY: 40 | UNIT: g | NAME: sucre
QTY: 8 | UNIT: unité | NAME: noisettes décortiquées
QTY: 1/4 | UNIT: sachets | NAME: levure chimique
QTY: N/A | UNIT: unité | NAME: persil
QTY: 5 | UNIT: g | NAME: margarine
QTY: 1 | UNIT: tasses | NAME: thé de farine de blé
QTY: N/A | UNIT: unité | NAME: muscade rapée
QTY: 1 | UNIT: poignées | NAME: chamallow
QTY: N/A | UNIT: unité | NAME: lardons
QTY: 200 | UNIT: g | NAME: mascarpone
QTY: 1.5 | UNIT: cuillères à café | NAME: levure
QTY: 13 | UNIT: cl | NAME: lait fermenté
QTY: 50 | UNIT: g | NAME: jambon
QTY: 100 | UNIT: g | NAME: sucre blanc,vergeoise
QTY: 8 | UNIT: unité | NAME: figues sèches
QTY: 1 | UNIT: sachets | NAME: poudre à lever sans gluten
QTY: 100 | UNIT: g | NAME: sucre selon le fruit utilisé
QTY: 50 | UNIT: g | NAME: nougat de Montélimar détaillé en dés
QTY: 194 | UNIT: g | NAME: farine
QTY: 1 | UNIT: pointes | NAME: piment d'Espelette
QTY: 125 | UNIT: g | NAME: yaourt nature
QTY: 2 | UNIT: unité | NAME: yaourts natures
QTY: 125 | UNIT: g | NAME: beurre tendre
QTY: 350 | UNIT: g | NAME: purée de potiron égoutté
QTY: 175 | UNIT: g | NAME: farine
QTY: 35 | UNIT: g | NAME: maïzena
QTY: 1 | UNIT: cuillères à soupe | NAME: rhum
QTY: 40 | UNIT: g | NAME: chocolat
QTY: 500 | UNIT: g | NAME: crème de marrons
QTY: 140 | UNIT: ml | NAME: lait
QTY: N/A | UNIT: unité | NAME: nappage chocolat
QTY: 2 | UNIT: ml | NAME: muscade
QTY: 20 | UNIT: g | NAME: beurre
QTY: 1/2 | UNIT: unité | NAME: courgettes
QTY: 1 | UNIT: sachets | NAME: poudre de noisette
QTY: 5 | UNIT: cuillères à soupe | NAME: cacao
QTY: 1/2 | UNIT: pots | NAME: poudre de noisette
QTY: 8 | UNIT: unité | NAME: blancs d'oeuf
QTY: 80 | UNIT: g | NAME: sucre roux
QTY: 1/4 | UNIT: sachets | NAME: levure
QTY: 2 | UNIT: cuillères à café | NAME: extrait de vanille liquide
QTY: 12.5 | UNIT: cl | NAME: cassonade
QTY: 150 | UNIT: g | NAME: noix de coco rapée
QTY: 1/4 | UNIT: cuillères à café | NAME: muscade en poudre
QTY: 130 | UNIT: g | NAME: farine
QTY: 50 | UNIT: g | NAME: olives noires finement hachées
QTY: 1 | UNIT: unité | NAME: romarin séché
QTY: 75 | UNIT: g | NAME: chocolat blanc
QTY: 5 | UNIT: cl | NAME: miel
QTY: 12.5 | UNIT: cl | NAME: lait entier
QTY: 1 | UNIT: paquets | NAME: levure chimique
QTY: 100 | UNIT: g | NAME: feta
QTY: 175 | UNIT: g | NAME: sucre cristallisé
QTY: 12.5 | UNIT: cl | NAME: sucre
QTY: N/A | UNIT: feuille | NAME: cresson
QTY: 400 | UNIT: g | NAME: poire épluchées
QTY: 1 | UNIT: unité | NAME: noix de beurre
QTY: 2 | UNIT: cuillères à soupe | NAME: pesto rouge
QTY: 60 | UNIT: g | NAME: feta émiettée
QTY: 100 | UNIT: g | NAME: cerneau de noix
QTY: 3 | UNIT: cuillères à soupe | NAME: gingembre confit , haché grossièrement
QTY: 100 | UNIT: g | NAME: olives vertes dénoyautées
QTY: 3 | UNIT: cuillères à soupe | NAME: farine
QTY: 80 | UNIT: g | NAME: chocolat pâtissier
QTY: N/A | UNIT: feuille | NAME: épinards
QTY: 12.5 | UNIT: cl | NAME: eau bouillante
QTY: 2 | UNIT: unité | NAME: jaunes d'oeuf
QTY: 100 | UNIT: g | NAME: beurre salé
QTY: 1 | UNIT: sachets | NAME: levure en poudre
QTY: 1 | UNIT: sachets | NAME: levure boulangère
QTY: 10 | UNIT: feuilles | NAME: menthe
QTY: 1 | UNIT: cuillères à café | NAME: sucre
QTY: 125 | UNIT: g | NAME: framboises
QTY: 12 | UNIT: cuillères à café | NAME: Nutella
QTY: 1 | UNIT: unité | NAME: vanille
QTY: N/A | UNIT: unité | NAME: ciboulette
QTY: 85 | UNIT: g | NAME: sucre roux
QTY: 5 | UNIT: cl | NAME: mélasse
QTY: 8 | UNIT: unité | NAME: abricots secs
QTY: 50 | UNIT: g | NAME: poudre de coco
QTY: 125 | UNIT: g | NAME: beurre fondu
QTY: 350 | UNIT: g | NAME: oignon
QTY: 3 | UNIT: poignées | NAME: mûres
QTY: 1 | UNIT: cuillères à soupe | NAME: vinaigre balsamique
QTY: 1 | UNIT: gouttes | NAME: arôme vanille
QTY: 1/2 | UNIT: cuillères à café | NAME: amandes amère
QTY: 1 | UNIT: unité | NAME: échalotes
QTY: 2 | UNIT: cl | NAME: rhum
QTY: 1 | UNIT: unité | NAME: oignons
QTY: 6 | UNIT: unité | NAME: oeufs
QTY: 200 | UNIT: g | NAME: yaourt
QTY: 100 | UNIT: g | NAME: sucre roux
QTY: 1 | UNIT: cuillères à café | NAME: bicarbonate
QTY: 1 | UNIT: cuillères à café | NAME: rases de sel fin
QTY: 3 | UNIT: unité | NAME: petits suisses
QTY: 1/2 | UNIT: pots | NAME: huile de tournesol
QTY: 250 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: unité | NAME: bonnes pincées de sel fin
QTY: 1 | UNIT: unité | NAME: yaourts natures
QTY: 3 | UNIT: cuillères à soupe | NAME: cacao
QTY: 100 | UNIT: g | NAME: beurre très mou
QTY: 3 | UNIT: cuillères à café | NAME: thé de Noël
QTY: N/A | UNIT: unité | NAME: bicarbonate
QTY: 1 | UNIT: demis | NAME: avoine
QTY: 6 | UNIT: unité | NAME: chèvres
QTY: 1 | UNIT: carré | NAME: frais ail fines herbes 0%
QTY: 1 | UNIT: pots | NAME: compote sans sucres Pomme-Banane
QTY: 75 | UNIT: g | NAME: beurre tendre
QTY: 1 | UNIT: cuillères à café | NAME: huile d'olive « fruité noir » Le Mas de l’Ange
QTY: 15 | UNIT: cl | NAME: crème liquide
QTY: 10 | UNIT: cl | NAME: lait
QTY: 100 | UNIT: g | NAME: caramel liquide
QTY: 10 | UNIT: unité | NAME: chocolat blanc
QTY: 1/2 | UNIT: sachets | NAME: levure
QTY: 4 | UNIT: cuillères à soupe | NAME: amandes en poudre
QTY: 70 | UNIT: g | NAME: noix de coco rapée
QTY: N/A | UNIT: unité | NAME: beurre
QTY: 1 | UNIT: unité | NAME: yaourts velouté
QTY: 50 | UNIT: g | NAME: dés de jambon
QTY: 40 | UNIT: g | NAME: tomates confites à l’huile
QTY: 7 | UNIT: g | NAME: levure à brioche déshydratée
QTY: 1 | UNIT: unité | NAME: petits pots de compote
QTY: 120 | UNIT: g | NAME: beurre
QTY: 2 | UNIT: cuillères à soupe | NAME: miel d'abeille
QTY: 4 | UNIT: tranches | NAME: bacon
QTY: 95 | UNIT: g | NAME: beurre
QTY: 20 | UNIT: cl | NAME: crème fraîche semi-épaisse
QTY: 2 | UNIT: cuillères à soupe | NAME: yaourt nature
QTY: 100 | UNIT: g | NAME: chocolat noir en morceaux
QTY: 80 | UNIT: g | NAME: poudre de noisette
QTY: N/A | UNIT: goutte | NAME: amandes amère
QTY: N/A | UNIT: unité | NAME: noix de coco
QTY: 150 | UNIT: ml | NAME: lait de soja
QTY: 70 | UNIT: g | NAME: chocolat pâtissier
QTY: 100 | UNIT: g | NAME: petit beurre réduits en miettes
QTY: 100 | UNIT: g | NAME: farine
QTY: N/A | UNIT: unité | NAME: fenouil
QTY: 50 | UNIT: g | NAME: pavot bleu
QTY: 1 | UNIT: cuillères | NAME: thé de zeste d'orange
QTY: 2 | UNIT: unité | NAME: oignons
QTY: 150 | UNIT: g | NAME: pomme en morceaux
QTY: N/A | UNIT: unité | NAME: pomme
QTY: 100 | UNIT: g | NAME: beurre doux fondu
QTY: N/A | UNIT: unité | NAME: zeste de citron
QTY: N/A | UNIT: unité | NAME: mélange d'épices mexicaines
QTY: 100 | UNIT: g | NAME: framboises
QTY: 150 | UNIT: g | NAME: sucre fin
QTY: 2 | UNIT: feuilles | NAME: basilic
QTY: N/A | UNIT: unité | NAME: gingembre
QTY: 200 | UNIT: g | NAME: purée de cassis
QTY: 70 | UNIT: g | NAME: farine sans gluten
QTY: 1 | UNIT: cuillères à café | NAME: huile de noix
QTY: 100 | UNIT: g | NAME: copeaux de chocolat
QTY: 3 | UNIT: unité | NAME: clémentines
QTY: 1 | UNIT: unité | NAME: petits pots de crème fraîche épaisse entière
QTY: 10 | UNIT: g | NAME: pâte de spéculoos
QTY: 50 | UNIT: g | NAME: noix de coco rapée
QTY: 1/2 | UNIT: sachets | NAME: levure chimique
QTY: 2 | UNIT: unité | NAME: pains à muffin
QTY: 1 | UNIT: poignées | NAME: tomate séchée
QTY: 15 | UNIT: cl | NAME: Monbazillac
QTY: 200 | UNIT: g | NAME: carotte fraîches
QTY: 2 | UNIT: grosses cuillères à soupe | NAME: ricotta
QTY: 1 | UNIT: pincées | NAME: poivre
QTY: 1 | UNIT: gousses | NAME: vanille
QTY: 15 | UNIT: g | NAME: beurre
QTY: 400 | UNIT: g | NAME: cerises dénoyautées
QTY: 1 | UNIT: tasses | NAME: chocolat blanc
QTY: 2 | UNIT: unité | NAME: yaourts de 125 g
QTY: 1 | UNIT: pots | NAME: myrtilles surgelées
QTY: 25 | UNIT: cl | NAME: crème fraîche liquide
QTY: 15 | UNIT: cl | NAME: crème fraîche liquide
QTY: N/A | UNIT: unité | NAME: vermicelles de couleur
QTY: 250 | UNIT: g | NAME: nappage chocolat
QTY: 1 | UNIT: cuillères à soupe | NAME: vinaigre de xérès
QTY: 13 | UNIT: cl | NAME: lait
QTY: 1 | UNIT: boîtes | NAME: thon
QTY: 30 | UNIT: g | NAME: mozzarella râpée
QTY: 300 | UNIT: g | NAME: farine
QTY: 100 | UNIT: g | NAME: tomate séchée
QTY: 9 | UNIT: cl | NAME: huile végétale
QTY: 50 | UNIT: g | NAME: beurre demi-sel
QTY: 80 | UNIT: g | NAME: beurre très mou
QTY: 4 | UNIT: cuillères à soupe | NAME: huile d'olive
QTY: 2 | UNIT: cuillères à soupe | NAME: huile d'olive
QTY: 25 | UNIT: unité | NAME: muffins
QTY: 4 | UNIT: cuillères à soupe | NAME: Nutella
QTY: 100 | UNIT: g | NAME: beurre
QTY: 1 | UNIT: pots | NAME: sucre glace
QTY: 4 | UNIT: unité | NAME: oeufs entiers
QTY: 10 | UNIT: cl | NAME: huile de noix /tournesol
QTY: 1 | UNIT: tablettes | NAME: chocolat
QTY: 1/2 | UNIT: paquets | NAME: levure chimique
QTY: 250 | UNIT: g | NAME: farine de blé
QTY: 2 | UNIT: cuillères à soupe | NAME: crème fraîche épaisse
QTY: 15 | UNIT: carrés | NAME: chocolat au lait
QTY: 4 | UNIT: unité | NAME: oeufs entiers
QTY: 80 | UNIT: g | NAME: pépites de chocolat
QTY: 100 | UNIT: g | NAME: huile de tournesol
QTY: 125 | UNIT: g | NAME: crème végétale
QTY: 150 | UNIT: g | NAME: sucre roux
QTY: 4 | UNIT: branches | NAME: épinards
QTY: 100 | UNIT: g | NAME: noix de coco déshydratée
QTY: 6 | UNIT: unité | NAME: oeufs frais
QTY: 4 | UNIT: cl | NAME: lait
QTY: 1 | UNIT: cuillères à soupe | NAME: rases d'ail semoule
QTY: 50 | UNIT: g | NAME: noix de grenoble hachées
QTY: 2 | UNIT: gousses | NAME: ail hachées
QTY: 100 | UNIT: g | NAME: beurre fondu
QTY: 3 | UNIT: cuillères à soupe | NAME: huile de noisette
QTY: 20 | UNIT: cl | NAME: sirop de rose
QTY: 100 | UNIT: ml | NAME: lait entier extra
QTY: 4 | UNIT: cuillères à soupe | NAME: tomates concassées
QTY: 2 | UNIT: pincées | NAME: sel
QTY: 90 | UNIT: g | NAME: petits pois en conserve
QTY: 60 | UNIT: cl | NAME: lait
QTY: 1 | UNIT: pots | NAME: maïzena
QTY: 130 | UNIT: g | NAME: sucre en poudre
QTY: 1 | UNIT: cuillères à soupe | NAME: beurre
QTY: 1 | UNIT: cuillères à café | NAME: levure en poudre
QTY: 2 | UNIT: cuillères à soupe | NAME: miel
QTY: 180 | UNIT: g | NAME: sucre
QTY: 150 | UNIT: g | NAME: chocolat noir dessert
QTY: 1 | UNIT: tablettes | NAME: chocolat pâtissier
QTY: 45 | UNIT: ml | NAME: huile
QTY: 1/2 | UNIT: cuillères à café | NAME: muscade en poudre
QTY: 400 | UNIT: g | NAME: farine
QTY: N/A | UNIT: unité | NAME: sucre glace
QTY: 1 | UNIT: cl | NAME: lait
QTY: 1 | UNIT: cuillères à café | NAME: pesto
QTY: N/A | UNIT: unité | NAME: colorant alimentaire rouge
QTY: 50 | UNIT: g | NAME: abricot secs
QTY: 3 | UNIT: pincées | NAME: cannelle en poudre
QTY: 60 | UNIT: g | NAME: sucre en poudre
QTY: 70 | UNIT: g | NAME: pomme
QTY: 2 | UNIT: unité | NAME: filets de poulet
QTY: 2 | UNIT: unité | NAME: poires conférence
QTY: 1 | UNIT: pots | NAME: yaourt
QTY: 3 | UNIT: unité | NAME: pommes
QTY: 1 | UNIT: cuillères à soupe | NAME: lait
QTY: 150 | UNIT: g | NAME: cassonade
QTY: 4 | UNIT: unité | NAME: oeufs
QTY: 300 | UNIT: g | NAME: farine
QTY: 4 | UNIT: unité | NAME: abricots
QTY: 1/2 | UNIT: cuillères | NAME: poivre
QTY: 2 | UNIT: unité | NAME: oeufs durs
QTY: 125 | UNIT: g | NAME: yaourt
QTY: 2 | UNIT: cuillères à soupe | NAME: rhum
QTY: N/A | UNIT: unité | NAME: amandes effilées
QTY: 1 | UNIT: unité | NAME: carottes
QTY: 4 | UNIT: unité | NAME: oignons
QTY: N/A | UNIT: unité | NAME: coriandre
QTY: 2 | UNIT: cuillères à café | NAME: bicarbonate
QTY: 3 | UNIT: cuillères à soupe | NAME: miel
QTY: 80 | UNIT: g | NAME: chocolat blanc
QTY: 2 | UNIT: cuillères à soupe | NAME: mayonnaise
QTY: 1 | UNIT: cuillères à café | NAME: gingembre
QTY: 4 | UNIT: unité | NAME: muffins blancs
QTY: 12.5 | UNIT: cl | NAME: lait
QTY: 1 | UNIT: cuillères | NAME: crème fraîche
QTY: 165 | UNIT: g | NAME: chocolat noir dessert
QTY: 1/4 | UNIT: tasses | NAME: lait
QTY: 60 | UNIT: g | NAME: maïzena
QTY: 150 | UNIT: g | NAME: cassonade
QTY: 60 | UNIT: g | NAME: huile
QTY: 150 | UNIT: ml | NAME: huile de tournesol
QTY: 10 | UNIT: cl | NAME: crème liquide légère
QTY: 12 | UNIT: cl | NAME: lait demi-écrémé
QTY: 2 | UNIT: unité | NAME: courgettes moyennes
QTY: 1 | UNIT: unité | NAME: steaks de soja aux légumes
QTY: 150 | UNIT: g | NAME: maïzena
QTY: 100 | UNIT: g | NAME: raisins secs
QTY: 450 | UNIT: g | NAME: farine
QTY: 1/2 | UNIT: cuillères à café | NAME: pâte de curry rouge
QTY: 30 | UNIT: g | NAME: huile d'olive
QTY: 125 | UNIT: g | NAME: sucre
QTY: 1 | UNIT: unité | NAME: moules à muffin
QTY: 35 | UNIT: ml | NAME: jus d'orange
QTY: 50 | UNIT: g | NAME: groseilles
QTY: 20 | UNIT: cl | NAME: lait de coco
QTY: 1 | UNIT: pots | NAME: muesli
QTY: 12 | UNIT: unité | NAME: tomates séchées à l'huile
QTY: 1 | UNIT: unité | NAME: yaourts
QTY: 1 | UNIT: unité | NAME: petites boîtes de poire au sirop
QTY: 1/2 | UNIT: cuillères à café | NAME: thym séché
QTY: N/A | UNIT: cuillère | NAME: sirop d'érable
QTY: 300 | UNIT: g | NAME: potimarron
QTY: 30 | UNIT: unité | NAME: carambars©
QTY: 300 | UNIT: g | NAME: fraises
QTY: 50 | UNIT: g | NAME: tome de brebis
QTY: 40 | UNIT: g | NAME: noix de coco en poudre
QTY: 2 | UNIT: unité | NAME: blancs de poulet fermier
QTY: 40 | UNIT: g | NAME: beurre salé
QTY: 50 | UNIT: g | NAME: crème
QTY: 1 | UNIT: tasses | NAME: farine de blé complet
QTY: 1/4 | UNIT: cuillères à café | NAME: muscade
QTY: 100 | UNIT: g | NAME: pralinoise
QTY: 100 | UNIT: g | NAME: noix de coco rapée
QTY: N/A | UNIT: unité | NAME: moules à mini-muffins
QTY: 1/2 | UNIT: cuillères à café | NAME: cannelle
QTY: 100 | UNIT: g | NAME: myrtilles fraîches
QTY: 2 | UNIT: cuillères à soupe | NAME: persil
QTY: 11 | UNIT: g | NAME: levure chimique
QTY: 4 | UNIT: tranches | NAME: saumon fumé bon marché
QTY: 3 | UNIT: cuillères à soupe | NAME: café instantanné
QTY: 5 | UNIT: cuillères à soupe | NAME: huile
QTY: 4 | UNIT: unité | NAME: crème de coco
QTY: 6 | UNIT: unité | NAME: fraises
QTY: N/A | UNIT: unité | NAME: muesli
QTY: 1/2 | UNIT: cuillères à café | NAME: paprika
QTY: 200 | UNIT: g | NAME: groseilles
QTY: 165 | UNIT: g | NAME: farine
QTY: 2 | UNIT: unité | NAME: bananes bien mûres
QTY: 50 | UNIT: g | NAME: fromage blanc 5% MG
QTY: 250 | UNIT: g | NAME: farine
QTY: 1 | UNIT: unité | NAME: oeufs entier
QTY: 100 | UNIT: g | NAME: cheddar
QTY: 75 | UNIT: g | NAME: raisins secs
QTY: 1 | UNIT: cuillères à café | NAME: sirop d'érable
QTY: 200 | UNIT: g | NAME: sucre cristallisé
QTY: 1/3 | UNIT: sachets | NAME: levure chimique
QTY: 1 | UNIT: cuillères à café | NAME: rases de bicarbonate
QTY: 80 | UNIT: g | NAME: beurre tendre
QTY: 2 | UNIT: cuillères à café | NAME: caramel liquide
QTY: 1 | UNIT: cuillères à soupe | NAME: arôme fleur d'oranger
QTY: 3 | UNIT: feuilles | NAME: basilic
QTY: 2 | UNIT: pots | NAME: yaourt de farine
QTY: N/A | UNIT: unité | NAME: amandes
QTY: 2 | UNIT: cuillères à soupe | NAME: huile
QTY: 3 | UNIT: cuillères à soupe | NAME: crème fraîche liquide
QTY: 5 | UNIT: unité | NAME: pommes
QTY: 8 | UNIT: cl | NAME: rhum
